,name,faction,loyalty,text,traits,card type,image name,cost,command,attack,health,shields,cycle,war pack,keywords,useful_quantities
103,Centurion Warsuit,Space Marines,Loyal,"Attach to a non-Elite army unit you control.
Attached unit gets +2 ATK, +4 HP and Lumbering.",Wargear.,Attachment,Centurion_Warsuit,1,-1,-1,-1,2,Chronicles of Heroes,Chronicles of Heroes,,3
104,Terminator Armour,Space Marines,Loyal,"Deep Strike (1).
Attach to a Space Marines army unit. Attached unit gets +2 ATK and +2 HP.
Action: Move attached unit to a planet with a Scout unit you control. (Limit once per game.)",Wargear.,Attachment,Terminator_Armour,2,-1,-1,-1,2,Chronicles of Heroes,Chronicles of Heroes,Deep Strike.,3
105,Trapped Objective,Space Marines,Common,"Attach to a non-first planet.
Forced Reaction: After the combat phase begins, sacrifice this attachment and deal 2 damage to a warlord at this planet if able. Then draw a card.",Tactic. Space Wolves.,Attachment,Trapped_Objective,1,-1,-1,-1,1,Navida Prime Cycle,Promise of War,Unique.,3
106,Woken Machine Spirit,Space Marines,Common,"Attach to a Vehicle unit. Limit 1 per unit.
Attached unit gets +1 HP.
Interrupt: When you use a shield card to prevent damage to attached unit, that card gains 1 shield icon. Then the shielded unit gets +1 ATK until the end of the phase.",Hardpoint.,Attachment,Woken_Machine_Spirit,0,-1,-1,-1,1,Navida Prime Cycle,Overrun,,3
107,Aerial Deployment,Space Marines,Loyal,"Reaction: After both players passed during the deploy phase, take an extra deployment turn.",Tactic.,Event,Aerial_Deployment,0,-1,-1,-1,2,Navida Prime Cycle,Breaching the Veil,,3
108,The Emperor's Retribution,Space Marines,Common,"Reaction: After your opponent passes during the deploy phase, move a non-Elite Space Marines army unit from your HQ to a target non-first planet to have it gain 1 command icon until the end of next phase.",Tactic.,Event,The_Emperor's_Retribution,1,-1,-1,-1,1,Chronicles of Heroes,Chronicles of Heroes,,3
109,Uphold His Honor,Space Marines,Common,"The effects of this event cannot be cancelled.
Reaction: After a unit is chosen as a defender, it can trigger its Unstoppable specialization for this attack even if it already triggered this round.",Vow.,Event,Uphold_His_Honor,0,-1,-1,-1,1,Chronicles of Heroes,Chronicles of Heroes,,3
110,Anvil Strike Force,Space Marines,Loyal,"While there is a token on this support, the first shield card with 1 printed shield icon you play each round gains 1 shield icon.
Reaction: After you win a battle at the first planet with your warlord, put a token on this support.",Pledge.,Support,Anvil_Strike_Force,0,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
111,Gladius Strike Force,Space Marines,Loyal,"While there is a token on this support, each Rally and Search you perform is increased by 2.
Reaction: After your warlord resolves an attack against an enemy warlord, put a token on this support.",Pledge.,Support,Gladius_Strike_Force,0,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
112,Talon Strike Force,Space Marines,Loyal,"While there are 3 tokens on this support, you may use each attachment you control as a shield for the attached unit.
Reaction: After you deploy an attachment card, place a token on this support.",Pledge.,Support,Talon_Strike_Force,0,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
113,Mobilize the Chapter,Space Marines,Loyal,"When deployed choose a trait among: Dark Angels, Ultramarines, Space Wolves, Black Templars.
Reaction: After the combat phase begins, draw a card or gain 1 RESOURCE. Use this ability only if each unit you control shares the chosen trait.",Upgrade.,Support,Mobilize_the_Chapter,0,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.Unique.,3
114,The Wolf Within,Space Marines,Loyal,"Action: Sacrifice this support to have up to 2 target Space Wolves units you control get +1 ATK and +1 HP until the end of the phase. If both units are at a planet with 2 or more warlords, gain 1 RESOURCE.",Tale.,Support,The_Wolf_Within,1,-1,-1,-1,0,Bloodied Path Cycle,Herald of the Plague God,Unique.,3
115,Vamii Industrial Complex,Space Marines,Common,"Limited.
Reaction: After the combat phase begins, place 2 RESOURCE on this support. Then you may sacrifice it to deploy a unit from your hand at a non-first planet, reducing its cost by the number of tokens on this support.",Location.,Support,Vamii_Industrial_Complex,3,-1,-1,-1,0,Navida Prime Cycle,Aligned Stars,Limited.,3
116,Castellan Crowe,Space Marines,Signature,"Each unit you control is considered to have faith.
Reaction: After an army unit damages an enemy army unit by an attack, pay X faith to deal X damage to that enemy unit.",Soldier. Grey Knights.,Warlord,Castellan_Crowe,-1,-1,2,7,0,Chronicles of Heroes,Chronicles of Heroes,Unique.,1
117,Brotherhood Justicar,Space Marines,Signature,"Unstoppable - The first time this unit is assigned damage this turn, prevent 1 of that damage and place 1 faith on it.
Reaction: After you deploy this unit place 1 faith on each unit you control at this planet.",Soldier. Grey Knights.,Army,Brotherhood_Justicar,3,1,3,3,0,Chronicles of Heroes,Chronicles of Heroes,Unstoppable.,4
118,Humanity's Shield,Space Marines,Signature,"This card (in your hand or in play) may be used as a shield card with 2 shield icons.
Reaction: After your opponent wins a command struggle, place 1 faith on an army unit.",Creed. Grey Knights.,Support,Humanity's_Shield,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,,1
119,Psychic Ward,Space Marines,Signature,"Interrupt: When your opponent plays an event card, cancel its effects.Your opponent may place 1 faith on your warlord and exhaust their warlord to cancel this effect.",Power. Grey Knights.,Event,Psychic_Ward,0,-1,-1,-1,1,Chronicles of Heroes,Chronicles of Heroes,,2
120,The Blade of Antwyr,Space Marines,Signature,"Attach to a Grey Knights unit.
Attached unit gets +1 HP.
Reaction: After attached unit commits to a planet, place 1 faith on a unit you control at each adjacent planet.",Wargear. Daemon.,Attachment,The_Blade_of_Antwyr,1,-1,-1,-1,3,Chronicles of Heroes,Chronicles of Heroes,Unique.,1
121,Chapter Champion Varn,Space Marines,Signature,"Reduce by 1 the cost of the first support you deploy each round.
If a support has more damage on it than its cost, sacrifice it.
Forced Interrupt: When an army unit you control takes damage equal or lower than its remaining HP, move 1 of that damage to a support card you control.",Soldier. Imperial Fists.,Warlord,Chapter_Champion_Varn,-1,-1,2,7,0,Confrontation Cycle,By Imperial Decree,Unique.,1
122,3rd Company Tactical Squad,Space Marines,Signature,"While you control no support cards this unit gains 1 command icon.
Interrupt: When this unit leaves play, Rally 6 a support card, add it to your hand.",Soldier. Imperial Fists.,Army,3rd_Company_Tactical_Squad,2,1,2,3,0,Confrontation Cycle,By Imperial Decree,,3
123,Citadel of Vamii,Space Marines,Signature,"Cannot be targeted by enemy card abilities.
For the purposes of card effects, this card is considered to have a cost of 4.
Reaction: After a support card enters play, treat its printed text box as blank until the end of the round and remove 1 damage from a support card.",Location.,Support,Citadel_of_Vamii,2,-1,-1,-1,0,Confrontation Cycle,By Imperial Decree,,1
124,Fortress of Mangeras,Space Marines,Signature,"Cannot be targeted by enemy card abilities.
For the purposes of card effects, this card is considered to have a cost of 4.
Reaction: After a support card you control leaves play, draw a card.",Location.,Support,Fortress_of_Mangeras,3,-1,-1,-1,0,Confrontation Cycle,By Imperial Decree,,1
125,Memories of Fallen Comrades,Space Marines,Signature,"Attach to your warlord.
Attached unit gets +1 HP.
Combat Action: Exhaust this attachment to remove 1 damage from up to 2 support cards you control.",Wargear.,Attachment,Memories_of_Fallen_Comrades,1,-1,-1,-1,3,Confrontation Cycle,By Imperial Decree,,1
126,The Siege Masters,Space Marines,Signature,"The effects of this event cannot be cancelled.
Action: Exhaust a target enemy support card and Rally 8 a support card, add it to your hand.",Tactic. Imperial Fists.,Event,The_Siege_Masters,1,-1,-1,-1,1,Confrontation Cycle,By Imperial Decree,,2
127,Mephiston,Space Marines,Signature,"Each unit you control gains Retaliate (1).
Interrupt: When the command phase ends, if your opponent won more command struggles than you this phase, draw a card or gain 1 RESOURCE.",Myth. Blood Angels.,Warlord,Mephiston,-1,-1,2,7,0,Chronicles of Heroes,Chronicles of Heroes,Unique.,1
128,Sanguinary Guard,Space Marines,Signature,"You may deploy this unit from your hand at a planet with your warlord as though it had Ambush.
Interrupt: When you win a battle at this planet, return this unit to your hand.",Blood Angels. Elite.,Army,Sanguinary_Guard,2,1,2,2,0,Chronicles of Heroes,Chronicles of Heroes,,4
129,The Black Rage,Space Marines,Signature,"Action: Exhaust this support to give a target Space Marines army unit you control +1 ATK, +1 HP and Retaliate (1). If that unit is still in play at the end of the phase, sacrifice it.",Flaw. Blood Angels.,Support,The_Black_Rage,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,,1
130,The Bloodied Host,Space Marines,Signature,"Play only during a battle.
Action: Each unit you control gets +2 HP until the end of the combat round. (Max 1 per round.)",Tale.,Event,The_Bloodied_Host,1,-1,-1,-1,1,Chronicles of Heroes,Chronicles of Heroes,,2
131,"Vitarus, the Sanguine Sword",Space Marines,Signature,"Deep Strike (0).
Attach to a unit.
Attached unit gets +1 ATK, +1 HP, and Retaliate (3).",Wargear.,Attachment,"Vitarus,_the_Sanguine_Sword",1,-1,-1,-1,3,Chronicles of Heroes,Chronicles of Heroes,Deep Strike.Unique.,1
132,Colonel Straken,Astra Militarum,Signature,Each other soldier or warrior unit you control at this planet gets +1 ATK.,Soldier. Catachan.,Warlord,Colonel_Straken,-1,-1,2,6,0,Core Set,Core Set,Unique.,1
133,Straken's Command Squad,Astra Militarum,Signature,"Interrupt: When this unit leaves play, put a Guardsman token into play at the same planet.",Soldier. Catachan.,Army,Straken's_Command_Squad,2,1,2,2,0,Core Set,Core Set,,4
134,Omega Zero Command,Astra Militarum,Signature,"Reaction: After you win a command struggle, put a Guardsman token into play at that planet.",Location.,Support,Omega_Zero_Command,2,-1,-1,-1,0,Core Set,Core Set,,1
135,Glorious Intervention,Astra Militarum,Signature,"Reaction: After a unit is assigned damage by an attack, sacrifice a Soldier or Warrior unit at the same planet to prevent all of that damage. Then, deal X damage to the attacker. X is the sacrificed unit's printed ATK value.",Tactic.,Event,Glorious_Intervention,1,-1,-1,-1,1,Core Set,Core Set,,2
136,Straken's Cunning,Astra Militarum,Signature,"Attach to an army unit.
Attached unit gets +1 ATK.
Interrupt: When attached unit leaves play, draw 3 cards.",Skill.,Attachment,Straken's_Cunning,1,-1,-1,-1,3,Core Set,Core Set,,1
137,Ratling Deadeye,Astra Militarum,Common,Ranged. (This unit attacks during the ranged skirmish at the beginning of a battle.),Scout. Abhuman.,Army,Ratling_Deadeye,1,1,1,1,0,Core Set,Core Set,Ranged.,3
138,Cadian Mortar Squad,Astra Militarum,Loyal,"Ranged. (This unit attacks during the ranged skirmish at the beginning of a battle.)
Reaction: After an army unit you control at this planet leaves play, ready this unit.",Soldier. Cadia.,Army,Cadian_Mortar_Squad,3,2,1,3,0,Core Set,Core Set,Ranged.,3
139,Sanctioned Psyker,Astra Militarum,Common,,Psyker.,Army,Sanctioned_Psyker,2,2,0,4,0,Core Set,Core Set,,3
140,Leman Russ Battle Tank,Astra Militarum,Loyal,No Wargear Attachments.,Vehicle. Tank. Elite.,Army,Leman_Russ_Battle_Tank,5,4,4,6,0,Core Set,Core Set,No Wargear Attachments.,3
141,Mordian Hellhound,Astra Militarum,Common,"No Wargear Attachments.
Area Effect (1). (When this unit attacks it may instead deal its Area Effect damage to each enemy unit at this planet.",Vehicle. Tank. Mordian.,Army,Mordian_Hellhound,4,2,3,3,0,Core Set,Core Set,No Wargear Attachments.Area Effect.,3
142,Assault Valkyrie,Astra Militarum,Common,"No Wargear Attachments.
 Flying. (This unit takes half damage from non-Flying units.",Vehicle. Transport.,Army,Assault_Valkyrie,4,1,4,4,0,Core Set,Core Set,No Wargear Attachments.Flying.,3
143,Stalwart Ogryn,Astra Militarum,Common,Immune to enemy events.,Warrior. Abhuman.,Army,Stalwart_Ogryn,2,1,2,2,0,Core Set,Core Set,,3
144,Captain Markis,Astra Militarum,Loyal,Action: Sacrifice an Astra Militarum unit at this planet to exhaust a target non-warlord unit at this planet. (Limit once per phase.),Soldier. Officer. Vostroya.,Army,Captain_Markis,3,2,2,3,0,Core Set,Core Set,Unique.,3
145,Enginseer Augur,Astra Militarum,Loyal,"Interrupt: When this unit leaves play, search the top 6 cards of your deck for an Astra Militarum support card with printed cost 2 or lower. Put that card into play at your HQ, and place the remaining cards on the bottom of your deck in any order.",Scholar. Tech-Priest.,Army,Enginseer_Augur,2,0,2,2,0,Core Set,Core Set,,3
146,Penal Legionnaire,Astra Militarum,Common,,Conscript. Ally.,Army,Penal_Legionnaire,0,0,1,1,0,Core Set,Core Set,,3
147,Infantry Conscripts,Astra Militarum,Common,This unit gets +2 ATK for each support you control.,Conscript.,Army,Infantry_Conscripts,4,0,0,5,0,Core Set,Core Set,,3
148,Elysian Assault Team,Astra Militarum,Common,"Interrupt: When a Soldier or Warrior unit you control leaves play from a planet, put this unit into play from your hand at the same planet.",Soldier. Elysia.,Army,Elysian_Assault_Team,2,0,2,1,0,Core Set,Core Set,,3
149,Preemptive Barrage,Astra Militarum,Loyal,Combat Action: Target up to 3 Astra Militarum units you control at the same planet. Each targeted unit gains Ranged until the end of the phase. (Units with Ranged attack during the ranged skirmish at the beginning of the battle.),Tactic.,Event,Preemptive_Barrage,1,-1,-1,-1,2,Core Set,Core Set,,3
150,Suppressive Fire,Astra Militarum,Common,Combat Action: Exhaust a unit you control to exhaust a target non-warlord unit at the same planet.,Tactic.,Event,Suppressive_Fire,0,-1,-1,-1,1,Core Set,Core Set,,3
151,Hostile Environment Gear,Astra Militarum,Common,"Attach to an army unit.
Attached unit gets +3 HP.",Wargear. Armor.,Attachment,Hostile_Environment_Gear,1,-1,-1,-1,1,Core Set,Core Set,,3
152,Bodyguard,Astra Militarum,Loyal,"Attach to an army unit you control.
Forced Reaction: After a unit you control is assigned damage by an attack at this planet, reassign 1 of that damage to attached unit.",Condition.,Attachment,Bodyguard,0,-1,-1,-1,2,Core Set,Core Set,,3
153,Imperial Bunker,Astra Militarum,Common,"Limited. (Limit one Limited card per round.)
Interrupt: When you deploy an Astra Militarum unit, exhaust this support to reduce that unit's cost by 1.",Location.,Support,Imperial_Bunker,1,-1,-1,-1,0,Core Set,Core Set,Limited.Unique.,3
154,Rockcrete Bunker,Astra Militarum,Loyal,"If this card has 4 or more damage on it, sacrifice it.
Reaction: After damage is assigned to a unit you control, exhaust this support to reassign 1 of that damage to this support.",Upgrade.,Support,Rockcrete_Bunker,1,-1,-1,-1,0,Core Set,Core Set,,3
155,Catachan Outpost,Astra Militarum,Common,Combat Action: Exhaust this support to give a target unit +2 ATK for its next attack this phase.,Location.,Support,Catachan_Outpost,2,-1,-1,-1,0,Core Set,Core Set,,3
156,Seraphim Superior Allegra,Astra Militarum,Loyal,"Reaction: After this unit is declared as an attacker, ready a target support card you control.",Ecclesiarchy. Soldier.,Army,Seraphim_Superior_Allegra,4,2,3,4,0,The Great Devourer,The Great Devourer,Unique.,3
157,Holy Fusillade,Astra Militarum,Common,"Reaction: After a combat round begins, exhaust this support to resolve a ranged skirmish at this battle.",Upgrade. Ecclesiarchy.,Support,Holy_Fusillade,1,-1,-1,-1,0,The Great Devourer,The Great Devourer,,3
158,Standard Bearer,Astra Militarum,Common,"While you control a non-Astra Militarum warlord, you may deploy this unit from your hand as if it had Ambush.
Reaction: After this unit enters play, ready an army unit you control at this planet.",Soldier.,Army,Standard_Bearer,3,1,2,2,0,Legions of Death,Legions of Death,Ambush.,3
